"","Quarter","Year","Quarter2","Industry","Employment","broad_name","broad_code"
"789",2018-02-01,"2018","02-01","A84090264T",486.8052985,"Other Services","S"
"790",2018-05-01,"2018","05-01","A84090264T",477.0825438,"Other Services","S"
"791",2018-08-01,"2018","08-01","A84090264T",479.2343932,"Other Services","S"
"792",2018-11-01,"2018","11-01","A84090264T",485.4799637,"Other Services","S"
"793",2019-02-01,"2019","02-01","A84090264T",530.0670502,"Other Services","S"
"794",2019-05-01,"2019","05-01","A84090264T",523.219046,"Other Services","S"
"795",2019-08-01,"2019","08-01","A84090264T",504.8991372,"Other Services","S"
"796",2019-11-01,"2019","11-01","A84090264T",498.9818474,"Other Services","S"
"797",2020-02-01,"2020","02-01","A84090264T",492.9104722,"Other Services","S"
"798",2020-05-01,"2020","05-01","A84090264T",442.6000536,"Other Services","S"
